objectid;nom_site;adresse;code_site;arrondissement;geo_shape;lat;lon
11;MAISON DES ASSOCIATIONS DU 03;2, RUE EUGENE SPULLER;PARIS-WIFI_0303;75003;"{""type"": ""Point"", ""coordinates"": [2.362232617607729, 48.86407366061126]}";48,86407366;2,362232618
23;HOTEL DE VILLE (2E ETAGE);4, PLACE DE L'HOTEL DE VILLE;PARIS_WIFI_0409;75004;"{""type"": ""Point"", ""coordinates"": [2.352774826515343, 48.856849760890654]}";48,85684976;2,352774827
27;HOTEL DE VILLE (SOUS-SOL ET RDC);4, PLACE DE L'HOTEL DE VILLE;PARIS_WIFI_0413;75004;"{""type"": ""Point"", ""coordinates"": [2.352924086663919, 48.85662241805264]}";48,85662242;2,352924087
29;MAISON DE VICTOR HUGO (HOTEL DE ROHAN - GUEMENEE);6, PLACE DES VO10ES;PARIS_WIFI_0415;75004;"{""type"": ""Point"", ""coordinates"": [2.366113779351594, 48.854818573955065]}";48,85481857;2,366113779
30;MAISON DES ASSOCIATIONS DU 04;38, BOULEVARD HENRI IV;PARIS_WIFI_0416;75004;"{""type"": ""Point"", ""coordinates"": [2.366416990184537, 48.85219499458265]}";48,85219499;2,36641699
35;SQUARE JEAN XXIII;RUE DU CLOITRE NOTRE DAME;PARIS_WIFI_0421;75004;"{""type"": ""Point"", ""coordinates"": [2.351606662535604, 48.85202658237664]}";48,85202658;2,351606663
45;BIBLIOTHEQUE MOHAMMED ARKOUN - EX : MOUFFETARD;74, RUE MOUFFETARD;PARIS_WIFI_0504;75005;"{""type"": ""Point"", ""coordinates"": [2.349655223632121, 48.84249074764757]}";48,84249075;2,349655224
46;BIBLIOTHEQUE PORT ROYAL;88 TER, BOULEVARD DE PORT ROYAL;PARIS_WIFI_0505;75005;"{""type"": ""Point"", ""coordinates"": [2.338846324612675, 48.83923878025884]}";48,83923878;2,338846325
49;MAISON DES ASSOCIATIONS DU 05;4, RUE DES ARENES;PARIS_WIFI_0509;75005;"{""type"": ""Point"", ""coordinates"": [2.354212281119752, 48.84510688598606]}";48,84510689;2,354212281
50;SQUARE DES ARENES DE LUTECE;RUE MONGE;PARIS_WIFI_0510;75005;"{""type"": ""Point"", ""coordinates"": [2.353227824325323, 48.84545855986536]}";48,84545856;2,353227824
51;SQUARE PAUL LANGEVIN;RUE DES ECOLES;PARIS_WIFI_0511;75005;"{""type"": ""Point"", ""coordinates"": [2.350360672763171, 48.847943173024106]}";48,84794317;2,350360673
70;BIBLIOTHEQUE EUROPE (MAIRIE DU 8E);3, RUE DE LISBONNE;PARIS_WIFI_0802;75008;"{""type"": ""Point"", ""coordinates"": [2.317484081769469, 48.87776448898433]}";48,87776449;2,317484082
71;CENTRE D'ANIMATION ESPACE BEAUJON;208, RUE DU FAUBOURG SAINT HONORE;PARIS_WIFI_0803;75008;"{""type"": ""Point"", ""coordinates"": [2.304608355096973, 48.875361398114826]}";48,8753614;2,304608355
73;MAIRIE  08;3, RUE DE LISBONNE;PARIS_WIFI_0805;75008;"{""type"": ""Point"", ""coordinates"": [2.317650842450353, 48.87777080776416]}";48,87777081;2,317650842
75;MUSEE CERNUSCHI;7, AVENUE VELASQUEZ;PARIS_WIFI_0807;75008;"{""type"": ""Point"", ""coordinates"": [2.312362802778454, 48.879709402527524]}";48,8797094;2,312362803
88;SQUARE MONTHOLON;RUE LA FAYETTE;PARIS_WIFI_0908;75009;"{""type"": ""Point"", ""coordinates"": [2.346727804989883, 48.87716543245961]}";48,87716543;2,346727805
91;BIBLIOTHEQUE CHATEAU D'EAU;72, RUE DU FAUBOURG SAINT MARTIN;PARIS_WIFI_1001;75010;"{""type"": ""Point"", ""coordinates"": [2.35747939352296, 48.87198632296065]}";48,87198632;2,357479394
104;PLACE DE LA REPUBLIQUE EST;PLACE DE LA REPUBLIQUE;PARIS_WIFI-1014;75010;"{""type"": ""Point"", ""coordinates"": [2.364532357969546, 48.86714354650786]}";48,86714355;2,364532358
116;PROMENADE RICHARD LENOIR;67, BOULEVARD RICHARD LENOIR;PARIS_WIFI_1110;75011;"{""type"": ""Point"", ""coordinates"": [2.371965556192567, 48.859187870465114]}";48,85918787;2,371965556
118;SQUARE CHARONNE;159, RUE DE CHARONNE;PARIS_WIFI_1112;75011;"{""type"": ""Point"", ""coordinates"": [2.389537068856354, 48.85653437930169]}";48,85653438;2,389537069
123;ACTIVITES ARTISANALES ET CREATION;30, RUE DU FAUBOURG SAINT ANTOINE;PARIS_WIFI_1201;75012;"{""type"": ""Point"", ""coordinates"": [2.371757060332373, 48.85238585519887]}";48,85238586;2,37175706
146;ECOLE DU BREUIL;ROUTE DE LA FERME;PARIS_WIFI_1225;75012;"{""type"": ""Point"", ""coordinates"": [2.459716037487984, 48.82414199112698]}";48,82414199;2,459716037
147;PARC FLORAL;Avenue des Minimes;PARIS_WIFI_1226;75012;"{""type"": ""Point"", ""coordinates"": [2.442404644060765, 48.838020888900196]}";48,83802089;2,442404644
149;BIBLIOTHEQUE ITALIE;211, BOULEVARD VINCENT AURIOL;PARIS_WIFI_1302;75013;"{""type"": ""Point"", ""coordinates"": [2.357068895746005, 48.830919616345376]}";48,83091962;2,357068896
154;Centre Sportif Georges Carpentier Gymnase Annexe;81, BOULEVARD MASSENA;PARIS_WIFI_1307;75013;"{""type"": ""Point"", ""coordinates"": [2.36824852956735, 48.820600553931804]}";48,82060055;2,36824853
158;JARDIN DE LA MONTGOLFIERE (ex MOULINET VANDREZANN);RUE DU MOULINET;PARIS_WIFI_1311;75013;"{""type"": ""Point"", ""coordinates"": [2.354051965235468, 48.82708735646411]}";48,82708736;2,354051965
161;JARDIN MICHELET;237, RUE DE TOLBIAC;PARIS_WIFI_1314;75013;"{""type"": ""Point"", ""coordinates"": [2.343275708773383, 48.826005031790416]}";48,82600503;2,343275709
170;SQUARE DE LA RAFFINERIE SAY;BOULEVARD VINCENT AURIOL;PARIS_WIFI_1323;75013;"{""type"": ""Point"", ""coordinates"": [2.360820093629506, 48.831930982076045]}";48,83193098;2,360820094
175;SQUARE HELOISE ET ABELARD;22, RUE PIERRE GOURDAULT;PARIS_WIFI_1328;75013;"{""type"": ""Point"", ""coordinates"": [2.369617801195923, 48.83116090172131]}";48,8311609;2,369617801
179;STADE CHARLETY;99 BOULEVARD KELLERMANN;PARIS_WIFI_1332;75013;"{""type"": ""Point"", ""coordinates"": [2.345703402700616, 48.818991525017005]}";48,81899153;2,345703403
187;JARDIN JULES NOEL;3, AVENUE MAURICE D'OCAGNE;PARIS_WIFI_1407;75014;"{""type"": ""Point"", ""coordinates"": [2.314724532752332, 48.824294428460405]}";48,82429443;2,314724533
188;JARDIN PORTE DE CHATILLON;16-26, RUE DE CHATILLON;PARIS_WIFI_1408;75014;"{""type"": ""Point"", ""coordinates"": [2.322546139346144, 48.82795457520279]}";48,82795458;2,322546139
191;PARC MONTSOURIS;2, RUE GAZAN;PARIS_WIFI_1411;75014;"{""type"": ""Point"", ""coordinates"": [2.336452517695331, 48.824067926585286]}";48,82406793;2,336452518
192;PARC MONTSOURIS;2, RUE GAZAN;PARIS_WIFI_1412;75014;"{""type"": ""Point"", ""coordinates"": [2.339750525259541, 48.82376930486854]}";48,8237693;2,339750525
202;BIBLIOTHEQUE VAUGIRARD;154, RUE LECOURBE;PARIS_WIFI_1503;75015;"{""type"": ""Point"", ""coordinates"": [2.299332187518333, 48.8417043875888]}";48,84170439;2,299332188
205;CENTRE ANIMATION ESPACE CEVENNES;9, RUE DE LA MONTAGNE D'AULAS;PARIS_WIFI_1506;75015;"{""type"": ""Point"", ""coordinates"": [2.2789082545070958, 48.84031683777133]}";48,84031684;2,278908255
206;CENTRE SPORTIF SUZANNE LENGLEN  (TRIBUNE COUR DE TENNIS);2, RUE LOUIS ARMAND;PARIS_WIFI_1507;75015;"{""type"": ""Point"", ""coordinates"": [2.268608057263295, 48.83078751182213]}";48,83078751;2,268608057
210;JARDIN NICOLE DE HAUTECLOCQUE;28, RUE EDGAR FAURE;PARIS_WIFI_1511;75015;"{""type"": ""Point"", ""coordinates"": [2.295037777033956, 48.851972743705815]}";48,85197274;2,295037777
214;MUSEE ANTOINE BOURDELLE;16, RUE ANTOINE BOURDELLE;PARIS_WIFI_1515;75015;"{""type"": ""Point"", ""coordinates"": [2.318824302076685, 48.843016416274466]}";48,84301642;2,318824302
222;SQUARE SAINT LAMBERT;RUE DU DOCTEUR JACQUEMAIRE;PARIS_WIFI_1524;75015;"{""type"": ""Point"", ""coordinates"": [2.295963266211608, 48.84248585866842]}";48,84248586;2,295963266
224;SQUARE VIOLET;PLACE VIOLET;PARIS_WIFI_1526;75015;"{""type"": ""Point"", ""coordinates"": [2.288999166023091, 48.84398554090061]}";48,84398554;2,288999166
227;JARDIN DU RANELAGH;CHAUSSEE DE LA MUETTE;PARIS_WIFI_1603;75016;"{""type"": ""Point"", ""coordinates"": [2.271348427202927, 48.85854576028772]}";48,85854576;2,271348427
230;JARDIN PORTE DE SAINT CLOUD;20, AVENUE FERDINAND BUISSON;PARIS_WIFI_1606;75016;"{""type"": ""Point"", ""coordinates"": [2.254158179206998, 48.83702984385546]}";48,83702984;2,254158179
233;MAISON DES ASSOCIATIONS DU 16;16, AVENUE RENE BOYLESVE;PARIS_WIFI_1609;75016;"{""type"": ""Point"", ""coordinates"": [2.28417155183336, 48.85653453107328]}";48,85653453;2,284171552
235;PARC DE PASSY;AVENUE DU PRESIDENT KENNEDY;PARIS_WIFI_1611;75016;"{""type"": ""Point"", ""coordinates"": [2.283380660086784, 48.85614763657777]}";48,85614764;2,28338066
238;JARDIN D'ACCLIMATATION;BOIS DE BOULOGNE;PARIS_WIFI_1615;75016;"{""type"": ""Point"", ""coordinates"": [2.264853165394095, 48.878339708766]}";48,87833971;2,264853165
242;BIBLIOTHEQUE ROSTAND;11, RUE NICOLAS CHUQUET;PARIS_WIFI_1703;75017;"{""type"": ""Point"", ""coordinates"": [2.303261094836099, 48.8885022914527]}";48,88850229;2,303261095
244;JARDIN DE LA PROMENADE PEREIRE;211, BOULEVARD PEREIRE;PARIS_WIFI_1705;75017;"{""type"": ""Point"", ""coordinates"": [2.291001953711711, 48.88150917341817]}";48,88150917;2,291001954
252;SQUARE DU CARDINAL PETIT DE JULLEVILLE;2, RUE GUSTAVE CHARPENTIER;PARIS_WIFI_1713;75017;"{""type"": ""Point"", ""coordinates"": [2.282162558570457, 48.88246734037603]}";48,88246734;2,282162559
253;SQUARE ERNEST CHAUSSON;55, AVENUE DE CLICHY;PARIS_WIFI_1714;75017;"{""type"": ""Point"", ""coordinates"": [2.325154150688233, 48.887360548589086]}";48,88736055;2,325154151
258;JARDIN D EOLE;18 BIS RUE DU DEPARTEMENT;PARIS_WIFI_1805;75018;"{""type"": ""Point"", ""coordinates"": [2.365558738087352, 48.887133326192405]}";48,88713333;2,365558738
268;BIBLIOTHEQUE VACLAV HAVEL;26 ESPLANADE NATHALIE SARRAUTE;PARIS_WIFI_1815;75018;"{""type"": ""Point"", ""coordinates"": [2.362900232076396, 48.88900698223251]}";48,88900698;2,362900232
270;BIBLIOTHEQUE BENJAMIN RABIER;141, AVENUE DE FLANDRE;PARIS_WIFI_1902;75019;"{""type"": ""Point"", ""coordinates"": [2.379103859328853, 48.89275838727382]}";48,89275839;2,379103859
272;BIBLIOTHEQUE FESSART;6, RUE FESSART;PARIS_WIFI_1904;75019;"{""type"": ""Point"", ""coordinates"": [2.388165252324333, 48.876266177023005]}";48,87626618;2,388165252
276;CENTRE D'ANIMATION ANGELE MERCIER;133, BOULEVARD SERURIER;PARIS_WIFI_1908;75019;"{""type"": ""Point"", ""coordinates"": [2.394482457204167, 48.884160453367166]}";48,88416045;2,394482457
280;MAISON DU DEVELOPPEMENT ECONOMIQUE DU 19;27, RUE DU MAROC;PARIS_WIFI_1912;75019;"{""type"": ""Point"", ""coordinates"": [2.367749475321573, 48.887005931622966]}";48,88700593;2,367749475
281;PARC DE LA BUTTE DU CHAPEAU ROUGE;5, RUE ALPHONSE AULARD;PARIS_WIFI_1913;75019;"{""type"": ""Point"", ""coordinates"": [2.399681099595484, 48.88071908262578]}";48,88071908;2,3996811
284;PARC DES BUTTES CHAUMONT (BOLIVAR);1, RUE BOTZARIS;PARIS_WIFI_1916;75019;"{""type"": ""Point"", ""coordinates"": [2.380511979393556, 48.87664510410141]}";48,8766451;2,380511979
285;PARC DES BUTTES CHAUMONT (CARREL);4, PLACE ARMAND CARREL;PARIS_WIFI_1917;75019;"{""type"": ""Point"", ""coordinates"": [2.382157970066665, 48.882058409908524]}";48,88205841;2,38215797
287;SOLARIUM EDOUARD PAILLERON;39, RUE EDOUARD PAILLERON;PARIS_WIFI_1919;75019;"{""type"": ""Point"", ""coordinates"": [2.377486168768832, 48.8807564883101]}";48,88075649;2,377486169
294;BIBLIOTHEQUE OSCAR WILDE (EX : SAINT FARGEAU);12, RUE DU TELEGRAPHE;PARIS_WIFI_2004;75020;"{""type"": ""Point"", ""coordinates"": [2.3997805483933, 48.87206110131366]}";48,8720611;2,399780548
303;MAIRIE 20;6, PLACE GAMBETTA;PARIS_WIFI_2013;75020;"{""type"": ""Point"", ""coordinates"": [2.398978685905535, 48.865088642344055]}";48,86508864;2,398978686
312;SQUARE DE LA SALAMANDRE;RUE SAINT BLAISE;PARIS_WIFI_2022;75020;"{""type"": ""Point"", ""coordinates"": [2.406051969449195, 48.85770721706527]}";48,85770722;2,406051969
313;SQUARE EDOUARD VAILLANT;RUE BELGRAND;PARIS_WIFI_2023;75020;"{""type"": ""Point"", ""coordinates"": [2.400251600459831, 48.865116479843564]}";48,86511648;2,4002516
315;SQUARE PIXERECOURT;RUE PIXERECOURT;PARIS_WIFI_2025;75020;"{""type"": ""Point"", ""coordinates"": [2.396239739728868, 48.873254491104106]}";48,87325449;2,39623974
316;SQUARE SAMUEL CHAMPLAIN;9, AVENUE GAMBETTA;PARIS_WIFI_2026;75020;"{""type"": ""Point"", ""coordinates"": [2.389759384270906, 48.8630960238976]}";48,86309602;2,389759384
2;MAIRIE  01 - BIBLIOTHEQUE LOUVRE;4, PLACE DU LOUVRE;PARIS_WIFI_0105;75001;"{""type"": ""Point"", ""coordinates"": [2.341114732459848, 48.86010786537879]}";48,86010787;2,341114732
3;CENTRE D'ANIMATION LES HALLES LE MARAIS;6, PLACE CARREE;PARIS_WIFI_0103;75001;"{""type"": ""Point"", ""coordinates"": [2.347236342037948, 48.861919872369874]}";48,86191987;2,347236342
10;MAIRIE  03;2, RUE EUGENE SPULLER;PARIS-WIFI_0302;75003;"{""type"": ""Point"", ""coordinates"": [2.36151323872912, 48.86398927335011]}";48,86398927;2,361513239
13;MUSEE CARNAVALET;23, RUE DE SEVIGNE;PARIS-WIFI_0305;75003;"{""type"": ""Point"", ""coordinates"": [2.36283100832983, 48.85705387711304]}";48,85705388;2,362831008
14;SQUARE EMILE CHAUTEMPS;RUE SAINT MARTIN;PARIS-WIFI_0306;75003;"{""type"": ""Point"", ""coordinates"": [2.353995987667433, 48.86734640060441]}";48,8673464;2,353995988
15;SQUARE GEORGES CAIN;14, RUE PAYENNE;PARIS-WIFI_0307;75003;"{""type"": ""Point"", ""coordinates"": [2.363064567331712, 48.8581334655744]}";48,85813347;2,363064567
20;BIBLIOTHEQUE HISTORIQUE DE LA VILLE DE PARIS;24, RUE PAVEE;PARIS_WIFI_0404;75004;"{""type"": ""Point"", ""coordinates"": [2.361648935644519, 48.85704643762089]}";48,85704644;2,361648936
34;SQUARE DE L'HOTEL DE VILLE;QUAI DE L'HOTEL DE VILLE;PARIS_WIFI_0420;75004;"{""type"": ""Point"", ""coordinates"": [2.352832183534358, 48.8549201253407]}";48,85492013;2,352832184
41;SQUARE THEODORE MONOD (EX : SCIPION);8, RUE SCIPION;PARIS_WIFI_0514;75005;"{""type"": ""Point"", ""coordinates"": [2.35391002939157, 48.83867130095008]}";48,8386713;2,353910029
47;JARDIN TINO ROSSI;8 QUAI SAINT BERNARD;PARIS_WIFI_0507;75005;"{""type"": ""Point"", ""coordinates"": [2.359132146681016, 48.84831847624935]}";48,84831848;2,359132147
48;MAIRIE  05;21, PLACE DU PANTHEON;PARIS_WIFI_0508;75005;"{""type"": ""Point"", ""coordinates"": [2.34456235470046, 48.84618889140702]}";48,84618889;2,344562355
52;SQUARE RENE VIVIANI;RUE LAGRANGE;PARIS_WIFI_0512;75005;"{""type"": ""Point"", ""coordinates"": [2.347732229101465, 48.85199336732023]}";48,85199337;2,347732229
57;SQUARE OZANAM;BOULEVARD DU MONTPARNASSE;PARIS_WIFI_0605;75006;"{""type"": ""Point"", ""coordinates"": [2.327507787820889, 48.84340962788521]}";48,84340963;2,327507788
65;PARC CHAMPS DE MARS;7 ALLEE CHARLES BOURGEOIS;PARIS_WIFI_0707;75007;"{""type"": ""Point"", ""coordinates"": [2.293515115115051, 48.85705252968377]}";48,85705253;2,293515115
77;PARC MONCEAU (ENTREE PARC);1, PLACE DE LA REPUBLIQUE DOMINICAINE;PARIS_WIFI_0809;75008;"{""type"": ""Point"", ""coordinates"": [2.3091659695299143, 48.87995173781822]}";48,87995174;2,30916597
79;PROMENADE DES CHAMPS ELYSEES (KIOSQUE A MUSIQUE);AVENUE EDOUARD TUCK;PARIS_WIFI_0811;75008;"{""type"": ""Point"", ""coordinates"": [2.317973428132236, 48.86583823697005]}";48,86583824;2,317973428
80;SQUARE LOUIS XVI;RUE PASQUIER;PARIS_WIFI_0812;75008;"{""type"": ""Point"", ""coordinates"": [2.32278856935256, 48.873919291293284]}";48,87391929;2,322788569
82;BIBLIOTHEQUE CHAPTAL;26, RUE CHAPTAL;PARIS_WIFI_0902;75009;"{""type"": ""Point"", ""coordinates"": [2.332212829639514, 48.881118440543204]}";48,88111844;2,33221283
84;BIBLIOTHEQUE VALEYRE;24, RUE DE ROCHECHOUART;PARIS_WIFI_0904;75009;"{""type"": ""Point"", ""coordinates"": [2.34500284180905, 48.87796435679423]}";48,87796436;2,345002842
85;MAIRIE  09;6, RUE DROUOT;PARIS_WIFI_0905;75009;"{""type"": ""Point"", ""coordinates"": [2.340437361708291, 48.87260466084016]}";48,87260466;2,340437362
86;MAISON DES ASSOCIATIONS DU 09;54, RUE PIGALLE;PARIS_WIFI_0906;75009;"{""type"": ""Point"", ""coordinates"": [2.335917995450873, 48.88097516204873]}";48,88097516;2,335917995
98;MAISON DES ASSOCIATIONS DU 10;206, QUAI DE VALMY;PARIS_WIFI_1008;75010;"{""type"": ""Point"", ""coordinates"": [2.368701201002033, 48.88178135771705]}";48,88178136;2,368701201
103;PLACE DE LA REPUBLIQUE OUEST;PLACE DE LA REPUBLIQUE;PARIS_WIFI_1013;75010;"{""type"": ""Point"", ""coordinates"": [2.3632611471754412, 48.867915519208765]}";48,86791552;2,363261147
107;ANTENNE JEUNE ORILLON;43, RUE DE L'ORILLON;PARIS_WIFI_1101;75011;"{""type"": ""Point"", ""coordinates"": [2.377306738780861, 48.87054787306857]}";48,87054787;2,377306739
113;JARDIN LOUIS MAJORELLE;24, RUE DE LA FORGE ROYALE;PARIS_WIFI_1107;75011;"{""type"": ""Point"", ""coordinates"": [2.3810300590349582, 48.85197245449524]}";48,85197245;2,381030059
117;SQUARE BREGUET SABIN;25, BOULEVARD RICHARD LENOIR;PARIS_WIFI_1111;75011;"{""type"": ""Point"", ""coordinates"": [2.370963738133975, 48.857223616101834]}";48,85722362;2,370963738
132;ESPACE REUILLY;21, RUE HENARD;PARIS_WIFI_1211;75012;"{""type"": ""Point"", ""coordinates"": [2.389557177297855, 48.84259519746065]}";48,8425952;2,389557177
136;MAIRIE  12;130, AVENUE DAUMESNIL;PARIS_WIFI_1215;75012;"{""type"": ""Point"", ""coordinates"": [2.388318659830759, 48.841101571922536]}";48,84110157;2,38831866
139;PARC DE BERCY (JARDINAGE);1, COUR CHAMONARD;PARIS_WIFI_1218;75012;"{""type"": ""Point"", ""coordinates"": [2.382142958211784, 48.83559263766623]}";48,83559264;2,382142958
140;PARC DE BERCY (ORANGERIE);1, COUR CHAMONARD;PARIS_WIFI_1219;75012;"{""type"": ""Point"", ""coordinates"": [2.383244887413641, 48.83561716813782]}";48,83561717;2,383244887
